Temperature (K)	Pressure (atm)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, F/atm)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, F/atm)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
275.00	0.0068932	999.89	0.0010001	0.13978	0.13979	0.51000	75.903	75.915	1411.4	-0.043709	0.0016821	0.56022	0.075388	0.0055066	181.60	42.830	45.115	164.06	25.580	33.980	410.33	101.93	8.9986e-06	0.016879
276.00	0.0074025	999.91	0.0010001	0.21567	0.21568	0.78546	75.859	75.863	1416.1	-0.043538	0.0016272	0.56266	0.075247	0.0058922	169.71	42.855	45.148	163.59	25.595	33.998	411.05	98.745	9.0275e-06	0.016944
277.00	0.0079448	999.92	0.0010001	0.29151	0.29152	1.0597	75.814	75.814	1420.8	-0.043371	0.0015750	0.56504	0.075105	0.0063013	158.70	42.880	45.181	163.12	25.610	34.017	411.77	95.665	9.0566e-06	0.017008
278.00	0.0085220	999.92	0.0010001	0.36730	0.36732	1.3329	75.767	75.769	1425.3	-0.043207	0.0015255	0.56738	0.074963	0.0067349	148.48	42.905	45.214	162.65	25.626	34.035	412.49	92.691	9.0858e-06	0.017074
279.00	0.0091359	999.90	0.0010001	0.44305	0.44306	1.6048	75.719	75.727	1429.8	-0.043046	0.0014785	0.56967	0.074820	0.0071945	139.00	42.930	45.247	162.19	25.641	34.054	413.21	89.818	9.1152e-06	0.017139
280.00	0.0097885	999.86	0.0010001	0.51876	0.51877	1.8757	75.669	75.688	1434.1	-0.042887	0.0014337	0.57191	0.074677	0.0076812	130.19	42.954	45.280	161.74	25.657	34.073	413.92	87.044	9.1447e-06	0.017204
281.00	0.010482	999.81	0.0010002	0.59443	0.59444	2.1455	75.617	75.652	1438.3	-0.042732	0.0013911	0.57411	0.074533	0.0081963	122.01	42.979	45.313	161.29	25.672	34.092	414.64	84.367	9.1743e-06	0.017270
282.00	0.011218	999.75	0.0010003	0.67006	0.67008	2.4142	75.564	75.619	1442.5	-0.042579	0.0013504	0.57628	0.074388	0.0087414	114.40	43.004	45.346	160.84	25.688	34.111	415.35	81.783	9.2041e-06	0.017336
283.00	0.012000	999.67	0.0010003	0.74566	0.74569	2.6818	75.510	75.588	1446.5	-0.042429	0.0013117	0.57840	0.074243	0.0093178	107.32	43.028	45.379	160.40	25.704	34.131	416.06	79.289	9.2339e-06	0.017402
284.00	0.012829	999.58	0.0010004	0.82124	0.82126	2.9484	75.454	75.560	1450.4	-0.042281	0.0012746	0.58048	0.074097	0.0099270	100.74	43.053	45.412	159.96	25.720	34.150	416.77	76.883	9.2640e-06	0.017469
285.00	0.013709	999.47	0.0010005	0.89678	0.89681	3.2139	75.397	75.533	1454.3	-0.042135	0.0012393	0.58253	0.073951	0.010571	94.602	43.078	45.445	159.52	25.736	34.170	417.48	74.561	9.2941e-06	0.017535
286.00	0.014641	999.35	0.0010006	0.97230	0.97233	3.4784	75.339	75.509	1458.0	-0.041992	0.0012055	0.58454	0.073804	0.011250	88.887	43.102	45.478	159.09	25.752	34.190	418.18	72.322	9.3243e-06	0.017602
287.00	0.015628	999.22	0.0010008	1.0478	1.0478	3.7419	75.280	75.486	1461.7	-0.041850	0.0011731	0.58651	0.073656	0.011967	83.560	43.127	45.511	158.67	25.768	34.209	418.89	70.163	9.3547e-06	0.017669
288.00	0.016673	999.08	0.0010009	1.1233	1.1233	4.0045	75.219	75.465	1465.2	-0.041711	0.0011422	0.58845	0.073508	0.012724	78.592	43.152	45.544	158.24	25.784	34.230	419.59	68.080	9.3852e-06	0.017737
289.00	0.017779	998.92	0.0010011	1.1987	1.1988	4.2660	75.158	75.446	1468.7	-0.041574	0.0011125	0.59036	0.073359	0.013522	73.955	43.176	45.577	157.82	25.800	34.250	420.29	66.072	9.4158e-06	0.017804
290.00	0.018949	998.76	0.0010012	1.2742	1.2742	4.5266	75.095	75.429	1472.1	-0.041438	0.0010840	0.59224	0.073210	0.014363	69.625	43.201	45.609	157.41	25.816	34.270	420.99	64.135	9.4466e-06	0.017872
291.00	0.020186	998.58	0.0010014	1.3496	1.3496	4.7862	75.031	75.413	1475.4	-0.041304	0.0010567	0.59408	0.073060	0.015248	65.581	43.226	45.642	156.99	25.832	34.291	421.69	62.268	9.4774e-06	0.017940
292.00	0.021493	998.39	0.0010016	1.4250	1.4250	5.0449	74.966	75.398	1478.6	-0.041172	0.0010305	0.59590	0.072910	0.016181	61.801	43.250	45.675	156.59	25.849	34.311	422.38	60.468	9.5083e-06	0.018008
293.00	0.022874	998.19	0.0010018	1.5004	1.5004	5.3026	74.900	75.384	1481.7	-0.041042	0.0010053	0.59769	0.072759	0.017162	58.267	43.275	45.708	156.18	25.865	34.332	423.08	58.733	9.5394e-06	0.018077
294.00	0.024331	997.98	0.0010020	1.5758	1.5758	5.5595	74.833	75.372	1484.8	-0.040913	0.00098111	0.59945	0.072607	0.018195	54.960	43.299	45.740	155.78	25.882	34.353	423.77	57.060	9.5705e-06	0.018146
295.00	0.025870	997.76	0.0010022	1.6511	1.6512	5.8154	74.765	75.361	1487.7	-0.040785	0.00095783	0.60118	0.072455	0.019281	51.865	43.324	45.773	155.38	25.898	34.374	424.46	55.447	9.6018e-06	0.018214
296.00	0.027492	997.53	0.0010025	1.7265	1.7265	6.0704	74.696	75.351	1490.6	-0.040659	0.00093543	0.60288	0.072302	0.020422	48.966	43.348	45.806	154.99	25.915	34.396	425.15	53.892	9.6332e-06	0.018284
297.00	0.029203	997.29	0.0010027	1.8018	1.8019	6.3245	74.627	75.342	1493.4	-0.040534	0.00091386	0.60456	0.072149	0.021621	46.251	43.373	45.838	154.60	25.932	34.417	425.84	52.394	9.6646e-06	0.018353
298.00	0.031006	997.04	0.0010030	1.8772	1.8772	6.5777	74.556	75.334	1496.1	-0.040411	0.00089309	0.60621	0.071995	0.022881	43.705	43.397	45.871	154.21	25.948	34.439	426.52	50.949	9.6962e-06	0.018423
299.00	0.032906	996.78	0.0010032	1.9525	1.9526	6.8301	74.484	75.327	1498.8	-0.040289	0.00087306	0.60784	0.071841	0.024203	41.318	43.422	45.904	153.82	25.965	34.461	427.21	49.556	9.7278e-06	0.018493
300.00	0.034906	996.51	0.0010035	2.0278	2.0279	7.0816	74.412	75.320	1501.4	-0.040168	0.00085375	0.60944	0.071686	0.025590	39.078	43.446	45.936	153.44	25.982	34.483	427.89	48.214	9.7596e-06	0.018563
301.00	0.037011	996.23	0.0010038	2.1031	2.1032	7.3322	74.339	75.315	1503.9	-0.040049	0.00083512	0.61102	0.071530	0.027045	36.976	43.471	45.969	153.07	25.999	34.505	428.57	46.919	9.7914e-06	0.018633
302.00	0.039226	995.95	0.0010041	2.1785	2.1785	7.5820	74.265	75.310	1506.3	-0.039930	0.00081714	0.61258	0.071374	0.028570	35.002	43.495	46.001	152.69	26.017	34.527	429.25	45.671	9.8233e-06	0.018704
303.00	0.041555	995.65	0.0010044	2.2538	2.2538	7.8310	74.190	75.306	1508.6	-0.039813	0.00079978	0.61411	0.071218	0.030169	33.147	43.520	46.034	152.32	26.034	34.550	429.93	44.468	9.8553e-06	0.018775
304.00	0.044003	995.35	0.0010047	2.3291	2.3291	8.0791	74.114	75.302	1510.9	-0.039696	0.00078300	0.61562	0.071060	0.031844	31.403	43.544	46.066	151.95	26.051	34.573	430.61	43.308	9.8874e-06	0.018846
305.00	0.046576	995.03	0.0010050	2.4044	2.4044	8.3264	74.038	75.300	1513.1	-0.039581	0.00076679	0.61711	0.070903	0.033598	29.764	43.568	46.099	151.59	26.069	34.596	431.28	42.188	9.9196e-06	0.018918
306.00	0.049279	994.71	0.0010053	2.4797	2.4798	8.5729	73.960	75.298	1515.3	-0.039466	0.00075111	0.61857	0.070744	0.035434	28.222	43.593	46.131	151.23	26.086	34.620	431.95	41.109	9.9519e-06	0.018989
307.00	0.052117	994.38	0.0010057	2.5550	2.5551	8.8185	73.883	75.296	1517.4	-0.039353	0.00073595	0.62002	0.070586	0.037355	26.770	43.617	46.164	150.87	26.104	34.643	432.62	40.068	9.9842e-06	0.019061
308.00	0.055095	994.04	0.0010060	2.6303	2.6304	9.0634	73.804	75.295	1519.4	-0.039240	0.00072128	0.62144	0.070426	0.039365	25.403	43.641	46.196	150.51	26.122	34.667	433.29	39.064	1.0017e-05	0.019133
309.00	0.058219	993.70	0.0010063	2.7055	2.7057	9.3075	73.725	75.295	1521.3	-0.039128	0.00070708	0.62284	0.070266	0.041466	24.116	43.666	46.229	150.16	26.140	34.691	433.96	38.095	1.0049e-05	0.019206
310.00	0.061496	993.34	0.0010067	2.7808	2.7810	9.5507	73.645	75.294	1523.2	-0.039017	0.00069332	0.62422	0.070106	0.043663	22.903	43.690	46.261	149.81	26.158	34.716	434.63	37.160	1.0082e-05	0.019279
311.00	0.064932	992.98	0.0010071	2.8561	2.8563	9.7932	73.564	75.295	1525.0	-0.038907	0.00068000	0.62558	0.069944	0.045958	21.759	43.714	46.293	149.46	26.177	34.741	435.29	36.257	1.0114e-05	0.019351
312.00	0.068532	992.61	0.0010074	2.9314	2.9316	10.035	73.483	75.296	1526.8	-0.038797	0.00066708	0.62692	0.069783	0.048355	20.680	43.738	46.325	149.12	26.195	34.766	435.95	35.386	1.0147e-05	0.019425
313.00	0.072303	992.23	0.0010078	3.0067	3.0069	10.276	73.401	75.297	1528.5	-0.038688	0.00065456	0.62824	0.069621	0.050858	19.663	43.763	46.358	148.78	26.214	34.791	436.61	34.545	1.0180e-05	0.019498
314.00	0.076252	991.85	0.0010082	3.0820	3.0822	10.516	73.318	75.299	1530.1	-0.038580	0.00064242	0.62954	0.069458	0.053470	18.702	43.787	46.390	148.44	26.233	34.817	437.27	33.734	1.0213e-05	0.019572
315.00	0.080386	991.46	0.0010086	3.1573	3.1575	10.756	73.235	75.301	1531.7	-0.038472	0.00063064	0.63082	0.069295	0.056195	17.795	43.811	46.422	148.10	26.252	34.843	437.93	32.949	1.0246e-05	0.019646
316.00	0.084711	991.06	0.0010090	3.2326	3.2328	10.994	73.151	75.304	1533.2	-0.038365	0.00061921	0.63208	0.069131	0.059038	16.938	43.835	46.454	147.77	26.271	34.870	438.58	32.192	1.0279e-05	0.019721
317.00	0.089236	990.65	0.0010094	3.3079	3.3081	11.232	73.067	75.307	1534.7	-0.038259	0.00060812	0.63333	0.068967	0.062001	16.129	43.859	46.486	147.44	26.291	34.897	439.24	31.461	1.0312e-05	0.019795
318.00	0.093967	990.24	0.0010099	3.3832	3.3834	11.469	72.982	75.310	1536.1	-0.038153	0.00059734	0.63455	0.068802	0.065090	15.363	43.883	46.518	147.11	26.310	34.924	439.89	30.754	1.0345e-05	0.019870
319.00	0.098913	989.81	0.0010103	3.4585	3.4587	11.706	72.897	75.313	1537.4	-0.038048	0.00058688	0.63576	0.068636	0.068309	14.639	43.907	46.550	146.79	26.330	34.952	440.54	30.070	1.0378e-05	0.019945
320.00	0.10408	989.39	0.0010107	3.5339	3.5340	11.941	72.811	75.317	1538.7	-0.037943	0.00057671	0.63695	0.068470	0.071662	13.954	43.931	46.582	146.47	26.350	34.980	441.18	29.410	1.0411e-05	0.020021
321.00	0.10948	988.95	0.0010112	3.6092	3.6094	12.176	72.724	75.322	1539.9	-0.037839	0.00056683	0.63812	0.068304	0.075152	13.306	43.955	46.614	146.15	26.371	35.008	441.83	28.771	1.0445e-05	0.020097
322.00	0.11512	988.51	0.0010116	3.6845	3.6847	12.411	72.637	75.326	1541.1	-0.037735	0.00055722	0.63927	0.068137	0.078786	12.693	43.979	46.646	145.83	26.392	35.037	442.47	28.154	1.0478e-05	0.020173
323.00	0.12100	988.06	0.0010121	3.7598	3.7600	12.644	72.550	75.331	1542.3	-0.037631	0.00054788	0.64041	0.067969	0.082567	12.111	44.003	46.678	145.52	26.413	35.067	443.11	27.557	1.0511e-05	0.020249
324.00	0.12714	987.61	0.0010125	3.8352	3.8354	12.877	72.462	75.336	1543.3	-0.037528	0.00053879	0.64152	0.067801	0.086500	11.561	44.027	46.710	145.21	26.434	35.097	443.75	26.979	1.0545e-05	0.020326
325.00	0.13355	987.15	0.0010130	3.9105	3.9107	13.109	72.374	75.342	1544.3	-0.037425	0.00052995	0.64262	0.067632	0.090590	11.039	44.051	46.742	144.90	26.456	35.127	444.39	26.419	1.0578e-05	0.020403
326.00	0.14022	986.68	0.0010135	3.9858	3.9861	13.341	72.285	75.347	1545.3	-0.037323	0.00052134	0.64371	0.067463	0.094842	10.544	44.074	46.773	144.59	26.477	35.158	445.02	25.878	1.0612e-05	0.020480
327.00	0.14719	986.21	0.0010140	4.0612	4.0615	13.572	72.196	75.353	1546.2	-0.037221	0.00051297	0.64477	0.067293	0.099261	10.074	44.098	46.805	144.29	26.500	35.190	445.66	25.354	1.0646e-05	0.020558
328.00	0.15445	985.73	0.0010145	4.1365	4.1368	13.802	72.107	75.360	1547.1	-0.037119	0.00050481	0.64582	0.067123	0.10385	9.6291	44.122	46.837	143.98	26.522	35.222	446.29	24.846	1.0679e-05	0.020636
329.00	0.16201	985.24	0.0010150	4.2119	4.2122	14.031	72.017	75.366	1547.9	-0.037017	0.00049687	0.64685	0.066952	0.10862	9.2064	44.146	46.868	143.68	26.545	35.254	446.92	24.355	1.0713e-05	0.020714
330.00	0.16988	984.75	0.0010155	4.2873	4.2876	14.260	71.927	75.373	1548.7	-0.036916	0.00048913	0.64787	0.066781	0.11357	8.8050	44.169	46.900	143.39	26.568	35.287	447.54	23.878	1.0747e-05	0.020793
331.00	0.17808	984.25	0.0010160	4.3626	4.3630	14.488	71.836	75.380	1549.4	-0.036815	0.00048159	0.64887	0.066609	0.11871	8.4238	44.193	46.931	143.09	26.592	35.321	448.17	23.417	1.0781e-05	0.020872
332.00	0.18661	983.75	0.0010165	4.4380	4.4384	14.715	71.745	75.387	1550.1	-0.036714	0.00047424	0.64985	0.066437	0.12404	8.0616	44.217	46.963	142.80	26.616	35.355	448.79	22.969	1.0815e-05	0.020951
333.00	0.19549	983.24	0.0010170	4.5134	4.5138	14.942	71.654	75.395	1550.7	-0.036613	0.00046707	0.65081	0.066264	0.12958	7.7174	44.240	46.994	142.51	26.640	35.390	449.41	22.535	1.0848e-05	0.021031
334.00	0.20473	982.72	0.0010176	4.5888	4.5892	15.168	71.563	75.403	1551.3	-0.036513	0.00046009	0.65176	0.066091	0.13532	7.3901	44.264	47.026	142.22	26.665	35.426	450.03	22.114	1.0882e-05	0.021111
335.00	0.21434	982.20	0.0010181	4.6642	4.6646	15.394	71.471	75.411	1551.9	-0.036412	0.00045328	0.65270	0.065917	0.14127	7.0788	44.287	47.057	141.94	26.690	35.462	450.64	21.706	1.0916e-05	0.021191
336.00	0.22432	981.67	0.0010187	4.7396	4.7400	15.618	71.379	75.420	1552.3	-0.036312	0.00044663	0.65362	0.065743	0.14743	6.7827	44.311	47.088	141.65	26.715	35.499	451.26	21.310	1.0950e-05	0.021272
337.00	0.23470	981.14	0.0010192	4.8150	4.8155	15.842	71.287	75.428	1552.8	-0.036212	0.00044015	0.65452	0.065568	0.15382	6.5009	44.334	47.119	141.37	26.741	35.536	451.87	20.926	1.0984e-05	0.021353
338.00	0.24549	980.60	0.0010198	4.8905	4.8909	16.066	71.194	75.437	1553.2	-0.036111	0.00043382	0.65540	0.065392	0.16045	6.2327	44.357	47.150	141.09	26.767	35.574	452.47	20.552	1.1019e-05	0.021435
339.00	0.25669	980.05	0.0010204	4.9659	4.9664	16.289	71.101	75.447	1553.6	-0.036011	0.00042764	0.65627	0.065216	0.16730	5.9772	44.381	47.181	140.82	26.794	35.613	453.08	20.190	1.1053e-05	0.021517
340.00	0.26832	979.50	0.0010209	5.0414	5.0419	16.511	71.008	75.456	1553.9	-0.035911	0.00042161	0.65713	0.065040	0.17440	5.7339	44.404	47.212	140.54	26.821	35.653	453.68	19.838	1.1087e-05	0.021599
341.00	0.28040	978.95	0.0010215	5.1168	5.1173	16.733	70.915	75.466	1554.2	-0.035811	0.00041573	0.65797	0.064863	0.18175	5.5020	44.427	47.243	140.27	26.848	35.693	454.28	19.496	1.1121e-05	0.021681
342.00	0.29293	978.39	0.0010221	5.1923	5.1928	16.954	70.822	75.476	1554.4	-0.035711	0.00040998	0.65879	0.064685	0.18936	5.2810	44.451	47.274	140.00	26.876	35.734	454.88	19.163	1.1155e-05	0.021764
343.00	0.30594	977.82	0.0010227	5.2678	5.2683	17.174	70.728	75.486	1554.6	-0.035611	0.00040436	0.65960	0.064508	0.19723	5.0703	44.474	47.305	139.73	26.905	35.776	455.48	18.840	1.1190e-05	0.021848
344.00	0.31943	977.25	0.0010233	5.3432	5.3438	17.394	70.635	75.497	1554.7	-0.035511	0.00039887	0.66039	0.064329	0.20537	4.8693	44.497	47.336	139.46	26.934	35.818	456.07	18.526	1.1224e-05	0.021931
345.00	0.33341	976.67	0.0010239	5.4187	5.4194	17.613	70.541	75.508	1554.9	-0.035411	0.00039351	0.66117	0.064150	0.21378	4.6776	44.520	47.367	139.20	26.963	35.862	456.67	18.221	1.1258e-05	0.022016
346.00	0.34792	976.09	0.0010245	5.4942	5.4949	17.831	70.447	75.519	1554.9	-0.035311	0.00038827	0.66194	0.063971	0.22249	4.4947	44.543	47.397	138.94	26.993	35.906	457.25	17.923	1.1293e-05	0.022100
347.00	0.36295	975.50	0.0010251	5.5698	5.5704	18.049	70.353	75.531	1555.0	-0.035210	0.00038315	0.66269	0.063791	0.23148	4.3200	44.566	47.428	138.68	27.024	35.951	457.84	17.634	1.1327e-05	0.022185
348.00	0.37852	974.90	0.0010257	5.6453	5.6460	18.267	70.259	75.542	1555.0	-0.035110	0.00037814	0.66342	0.063610	0.24077	4.1533	44.589	47.459	138.42	27.054	35.997	458.42	17.353	1.1361e-05	0.022270
349.00	0.39466	974.31	0.0010264	5.7208	5.7216	18.483	70.164	75.554	1554.9	-0.035009	0.00037324	0.66414	0.063429	0.25037	3.9940	44.612	47.489	138.16	27.086	36.043	459.01	17.079	1.1396e-05	0.022356
350.00	0.41137	973.70	0.0010270	5.7964	5.7972	18.700	70.070	75.567	1554.8	-0.034908	0.00036845	0.66484	0.063248	0.26029	3.8419	44.634	47.519	137.91	27.118	36.091	459.58	16.812	1.1430e-05	0.022442
351.00	0.42867	973.09	0.0010277	5.8719	5.8728	18.915	69.975	75.579	1554.7	-0.034808	0.00036377	0.66553	0.063066	0.27053	3.6965	44.657	47.550	137.65	27.150	36.139	460.16	16.552	1.1465e-05	0.022529
352.00	0.44658	972.48	0.0010283	5.9475	5.9484	19.130	69.881	75.592	1554.5	-0.034707	0.00035919	0.66621	0.062883	0.28110	3.5575	44.680	47.580	137.40	27.183	36.189	460.73	16.299	1.1499e-05	0.022616
353.00	0.46511	971.86	0.0010290	6.0231	6.0240	19.345	69.786	75.606	1554.4	-0.034605	0.00035470	0.66687	0.062700	0.29201	3.4246	44.703	47.610	137.15	27.217	36.239	461.30	16.052	1.1534e-05	0.022704
354.00	0.48428	971.24	0.0010296	6.0987	6.0996	19.559	69.692	75.619	1554.1	-0.034504	0.00035031	0.66751	0.062517	0.30326	3.2975	44.725	47.640	136.90	27.251	36.290	461.87	15.812	1.1568e-05	0.022792
355.00	0.50412	970.61	0.0010303	6.1743	6.1753	19.772	69.597	75.633	1553.9	-0.034402	0.00034602	0.66815	0.062333	0.31487	3.1759	44.748	47.670	136.66	27.286	36.342	462.44	15.577	1.1603e-05	0.022880
356.00	0.52463	969.97	0.0010310	6.2500	6.2510	19.985	69.502	75.648	1553.6	-0.034300	0.00034181	0.66876	0.062149	0.32685	3.0595	44.770	47.700	136.42	27.321	36.395	463.00	15.349	1.1637e-05	0.022969
357.00	0.54583	969.33	0.0010316	6.3256	6.3266	20.197	69.408	75.662	1553.2	-0.034198	0.00033769	0.66937	0.061964	0.33920	2.9481	44.793	47.730	136.17	27.357	36.449	463.56	15.126	1.1672e-05	0.023058
358.00	0.56775	968.69	0.0010323	6.4013	6.4023	20.408	69.313	75.677	1552.8	-0.034096	0.00033366	0.66996	0.061778	0.35193	2.8414	44.815	47.760	135.93	27.394	36.504	464.12	14.908	1.1707e-05	0.023148
359.00	0.59040	968.04	0.0010330	6.4769	6.4781	20.620	69.218	75.692	1552.4	-0.033993	0.00032971	0.67053	0.061592	0.36506	2.7393	44.837	47.790	135.69	27.431	36.560	464.67	14.696	1.1741e-05	0.023238
360.00	0.61380	967.39	0.0010337	6.5526	6.5538	20.830	69.124	75.708	1552.0	-0.033890	0.00032585	0.67109	0.061406	0.37858	2.6414	44.860	47.819	135.46	27.469	36.617	465.22	14.489	1.1776e-05	0.023329
361.00	0.63797	966.73	0.0010344	6.6283	6.6295	21.040	69.029	75.724	1551.5	-0.033786	0.00032206	0.67164	0.061219	0.39251	2.5477	44.882	47.849	135.22	27.507	36.675	465.77	14.286	1.1811e-05	0.023420
362.00	0.66293	966.06	0.0010351	6.7041	6.7053	21.250	68.934	75.740	1551.0	-0.033683	0.00031834	0.67217	0.061032	0.40686	2.4578	44.904	47.878	134.99	27.546	36.735	466.32	14.089	1.1845e-05	0.023512
363.00	0.68870	965.40	0.0010358	6.7798	6.7811	21.458	68.840	75.757	1550.5	-0.033579	0.00031471	0.67269	0.060844	0.42164	2.3717	44.926	47.908	134.76	27.586	36.795	466.86	13.896	1.1880e-05	0.023604
364.00	0.71530	964.72	0.0010366	6.8555	6.8569	21.667	68.745	75.774	1549.9	-0.033474	0.00031114	0.67320	0.060656	0.43686	2.2891	44.948	47.937	134.52	27.626	36.856	467.40	13.708	1.1915e-05	0.023697
365.00	0.74275	964.05	0.0010373	6.9313	6.9327	21.875	68.651	75.791	1549.3	-0.033369	0.00030765	0.67369	0.060467	0.45253	2.2098	44.970	47.966	134.30	27.667	36.919	467.93	13.523	1.1949e-05	0.023790
366.00	0.77108	963.36	0.0010380	7.0071	7.0086	22.082	68.556	75.809	1548.6	-0.033264	0.00030422	0.67417	0.060278	0.46865	2.1338	44.992	47.995	134.07	27.709	36.982	468.47	13.343	1.1984e-05	0.023884
367.00	0.80029	962.68	0.0010388	7.0829	7.0844	22.289	68.462	75.827	1548.0	-0.033159	0.00030086	0.67464	0.060088	0.48524	2.0608	45.014	48.024	133.84	27.752	37.047	469.00	13.167	1.2019e-05	0.023978
368.00	0.83042	961.98	0.0010395	7.1587	7.1603	22.495	68.368	75.845	1547.3	-0.033053	0.00029757	0.67509	0.059898	0.50231	1.9908	45.036	48.053	133.62	27.795	37.113	469.53	12.995	1.2053e-05	0.024073
369.00	0.86149	961.29	0.0010403	7.2346	7.2362	22.701	68.274	75.864	1546.5	-0.032946	0.00029434	0.67553	0.059708	0.51986	1.9236	45.057	48.082	133.40	27.839	37.180	470.05	12.827	1.2088e-05	0.024169
370.00	0.89351	960.59	0.0010410	7.3104	7.3121	22.906	68.180	75.883	1545.8	-0.032839	0.00029117	0.67596	0.059517	0.53792	1.8590	45.079	48.111	133.17	27.883	37.249	470.57	12.662	1.2123e-05	0.024265
371.00	0.92652	959.88	0.0010418	7.3863	7.3881	23.111	68.086	75.903	1545.0	-0.032732	0.00028806	0.67637	0.059325	0.55648	1.7970	45.101	48.140	132.95	27.929	37.318	471.09	12.501	1.2157e-05	0.024361
372.00	0.96053	959.17	0.0010426	7.4622	7.4640	23.315	67.992	75.923	1544.1	-0.032624	0.00028502	0.67677	0.059133	0.57557	1.7374	45.122	48.168	132.74	27.975	37.389	471.61	12.344	1.2192e-05	0.024458
373.00	0.99557	958.46	0.0010433	7.5381	7.5400	23.519	67.898	75.943	1543.3	-0.032516	0.00028203	0.67715	0.058941	0.59518	1.6802	45.143	48.197	132.52	28.022	37.462	472.12	12.189	1.2227e-05	0.024556
374.00	1.0317	957.74	0.0010441	7.6140	7.6160	23.723	67.805	75.964	1542.4	-0.032407	0.00027909	0.67753	0.058748	0.61534	1.6251	45.165	48.225	132.30	28.069	37.535	472.63	12.038	1.2262e-05	0.024654
375.00	1.0688	957.01	0.0010449	7.6900	7.6920	23.925	67.712	75.985	1541.5	-0.032297	0.00027621	0.67789	0.058555	0.63605	1.5722	45.186	48.254	132.09	28.118	37.610	473.13	11.890	1.2296e-05	0.024752
376.00	1.1071	956.29	0.0010457	7.7660	7.7681	24.128	67.618	76.007	1540.5	-0.032187	0.00027338	0.67823	0.058361	0.65732	1.5213	45.207	48.282	131.88	28.167	37.686	473.64	11.745	1.2331e-05	0.024852
377.00	1.1465	955.55	0.0010465	7.8420	7.8441	24.330	67.525	76.029	1539.6	-0.032077	0.00027061	0.67857	0.058166	0.67917	1.4724	45.228	48.310	131.67	28.217	37.763	474.14	11.603	1.2366e-05	0.024952
378.00	1.1870	954.82	0.0010473	7.9180	7.9202	24.531	67.432	76.052	1538.6	-0.031966	0.00026788	0.67889	0.057972	0.70161	1.4253	45.249	48.338	131.46	28.268	37.842	474.63	11.464	1.2401e-05	0.025052
379.00	1.2288	954.07	0.0010481	7.9940	7.9964	24.732	67.340	76.075	1537.5	-0.031854	0.00026521	0.67920	0.057777	0.72465	1.3800	45.270	48.366	131.25	28.319	37.923	475.12	11.327	1.2435e-05	0.025153
380.00	1.2717	953.33	0.0010490	8.0701	8.0725	24.932	67.247	76.098	1536.5	-0.031742	0.00026258	0.67950	0.057581	0.74830	1.3364	45.291	48.393	131.04	28.372	38.004	475.61	11.194	1.2470e-05	0.025255
381.00	1.3158	952.58	0.0010498	8.1461	8.1487	25.132	67.155	76.122	1535.4	-0.031629	0.00026000	0.67978	0.057385	0.77257	1.2944	45.312	48.421	130.83	28.425	38.087	476.10	11.062	1.2505e-05	0.025357
382.00	1.3612	951.82	0.0010506	8.2223	8.2249	25.332	67.062	76.146	1534.2	-0.031516	0.00025747	0.68005	0.057189	0.79748	1.2539	45.333	48.449	130.63	28.479	38.172	476.58	10.934	1.2540e-05	0.025460
383.00	1.4079	951.06	0.0010515	8.2984	8.3011	25.531	66.970	76.171	1533.1	-0.031402	0.00025498	0.68031	0.056992	0.82304	1.2150	45.353	48.476	130.43	28.534	38.258	477.06	10.807	1.2574e-05	0.025564
384.00	1.4559	950.30	0.0010523	8.3745	8.3773	25.729	66.878	76.196	1531.9	-0.031287	0.00025254	0.68056	0.056794	0.84926	1.1775	45.374	48.503	130.22	28.590	38.345	477.54	10.683	1.2609e-05	0.025668
385.00	1.5053	949.53	0.0010532	8.4507	8.4536	25.927	66.787	76.222	1530.7	-0.031171	0.00025013	0.68079	0.056596	0.87615	1.1414	45.395	48.531	130.02	28.647	38.434	478.01	10.562	1.2644e-05	0.025773
386.00	1.5559	948.76	0.0010540	8.5269	8.5299	26.125	66.695	76.248	1529.5	-0.031055	0.00024777	0.68101	0.056398	0.90372	1.1065	45.415	48.558	129.82	28.704	38.525	478.48	10.442	1.2678e-05	0.025878
387.00	1.6080	947.98	0.0010549	8.6031	8.6062	26.322	66.604	76.274	1528.2	-0.030939	0.00024545	0.68122	0.056199	0.93200	1.0730	45.435	48.585	129.63	28.763	38.617	478.95	10.325	1.2713e-05	0.025984
388.00	1.6615	947.20	0.0010557	8.6794	8.6826	26.519	66.513	76.301	1526.9	-0.030821	0.00024317	0.68142	0.056000	0.96099	1.0406	45.455	48.612	129.43	28.822	38.711	479.41	10.210	1.2748e-05	0.026091
